Data,idMunicipio,municipio,qtdConfirmado,tipo,Obitos
2020-04-09,230410.0,CRATEUS,1,Confirmado,0
2020-04-09,230423.0,CROATA,1,Confirmado,0
2020-04-09,230428.0,EUSEBIO,1,Confirmado,0
2020-04-09,230430.0,FARIAS BRITO,1,Confirmado,1
2020-04-09,230440.0,FORTALEZA,1231,Confirmado,43
2020-04-09,230445.0,FORTIM,1,Confirmado,0
2020-04-09,230500.0,GUARACIABA DO NORTE,1,Confirmado,0
2020-04-09,230523.0,HORIZONTE,6,Confirmado,0
2020-04-09,230535.0,ICAPUI,1,Confirmado,0
2020-04-09,230540.0,ICO,3,Confirmado,0
2020-04-09,230550.0,IGUATU,5,Confirmado,1
2020-04-09,230565.0,IPAPORANGA,1,Confirmado,0
2020-04-09,230590.0,IPUEIRAS,2,Confirmado,0
2020-04-09,230620.0,ITAICABA,1,Confirmado,0
2020-04-09,230625.0,ITAITINGA,4,Confirmado,1
2020-04-09,230630.0,ITAPAJE,1,Confirmado,0
2020-04-09,230640.0,ITAPIPOCA,1,Confirmado,0
2020-04-09,230690.0,JAGUARIBE,3,Confirmado,1
2020-04-09,230730.0,JUAZEIRO DO NORTE,3,Confirmado,0
2020-04-09,230750.0,LAVRAS DA MANGABEIRA,1,Confirmado,0
2020-04-09,230760.0,LIMOEIRO DO NORTE,1,Confirmado,0
2020-04-09,230765.0,MARACANAU,17,Confirmado,1
2020-04-09,230770.0,MARANGUAPE,2,Confirmado,0
2020-04-09,230810.0,MAURITI,1,Confirmado,0
2020-04-09,230850.0,MOMBACA,1,Confirmado,0
2020-04-09,230940.0,NOVO ORIENTE,2,Confirmado,0
2020-04-09,230970.0,PACATUBA,2,Confirmado,0
2020-04-09,231050.0,PEDRA BRANCA,1,Confirmado,0
2020-04-09,231085.0,PINDORETAMA,1,Confirmado,0
2020-04-09,231130.0,QUIXADA,6,Confirmado,0
2020-04-09,231140.0,QUIXERAMOBIM,1,Confirmado,0
2020-04-09,231200.0,SANTANA DO ACARAU,1,Confirmado,0
2020-04-09,231220.0,SANTA QUITERIA,2,Confirmado,1
2020-04-09,231270.0,SENADOR POMPEU,1,Confirmado,0
2020-04-09,231290.0,SOBRAL,14,Confirmado,0
2020-04-09,231340.0,TIANGUA,1,Confirmado,1
2020-04-09,,Sem informação,11,Confirmado,0
