Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-04-06,11010,6196,843,139,8170,3333,108,72,5580,2.16,CE
2020-04-07,11409,6615,885,145,8401,3537,111,79,5937,2.234,CE
2020-04-08,11870,7097,929,152,8641,3773,117,87,6274,2.306,CE
2020-04-09,12341,7422,986,160,8980,4025,117,99,6609,2.46,CE
2020-04-10,12682,7634,1054,167,9282,4367,121,111,7146,2.542,CE
2020-04-11,13140,7872,1114,174,9508,4675,123,124,7570,2.652,CE
2020-04-12,13389,8099,1178,178,9728,4992,125,138,8050,2.764,CE
2020-04-13,13909,8557,1262,186,10019,5376,128,145,8630,2.697,CE
2020-04-14,14450,9138,1337,189,10322,5706,131,165,9194,2.892,CE
2020-04-15,15094,9748,1440,193,10651,6042,134,183,9768,3.029,CE
2020-04-16,15887,10378,1543,195,10947,6331,135,199,10327,3.143,CE
2020-04-17,16778,10995,1656,199,11246,6633,139,222,10926,3.347,CE
2020-04-18,17310,11310,1796,204,11451,6866,141,238,11502,3.466,CE
2020-04-19,17635,11611,1941,207,11622,7088,144,261,12105,3.682,CE
2020-04-20,18511,12464,2211,210,11928,7401,146,291,13016,3.932,CE
2020-04-21,18867,12851,2427,210,12074,7571,148,316,13630,4.174,CE
2020-04-22,19727,13254,2674,212,12223,7750,149,338,14278,4.361,CE
2020-04-23,20534,14118,2928,212,12377,7869,149,359,14963,4.562,CE
2020-04-24,21256,15487,3194,212,12462,7997,149,398,15644,4.977,CE
2020-04-25,21707,16296,3464,212,12512,8076,149,430,16220,5.324,CE
2020-04-26,22057,16978,3686,212,12537,8142,149,479,16752,5.883,CE
2020-04-27,23090,18798,3946,212,12612,8182,149,508,17185,6.209,CE
2020-04-28,24311,20627,4156,212,12676,8219,149,537,17426,6.534,CE
2020-04-29,25447,22391,4321,212,12773,8258,149,569,17510,6.89,CE
2020-04-30,26363,23877,4656,212,12812,8282,149,610,17529,7.365,CE
2020-05-01,26947,24240,5015,212,12826,8309,149,634,17529,7.63,CE
2020-05-02,27140,24408,5170,212,12826,8309,149,638,17529,7.678,CE
2020-05-03,27140,24408,5170,212,12826,8309,149,638,17529,7.678,CE
